alpha,mean_training_mse,mean_validation_rmse,mean_validation_mse
0.001355601785329369,0.20145807541951846,2.1995453685980038,7.3996919209035426
0.0013744790926775367,0.20145996905570634,2.1994793789742126,7.39880609654089
0.0013936192742241421,0.20146195237922435,2.1994142310421467,7.3979102594049
0.0014130259905995337,0.20146398391547873,2.1993476512916943,7.397001860849256
0.001432702953409831,0.20146606449614998,2.199279537667417,7.396080651959542
0.0014526539259467812,0.20146819426767165,2.1992096898013123,7.395146278116323
0.0014728827239075019,0.20147037167846502,2.199137764500207,7.394198231364581
0.0014933932161242517,0.20147277881693312,2.1990653533551554,7.3931913856956015
0.001514189325304352,0.20147514769208547,2.1989981770701816,7.392225004787773
0.0015352750287804227,0.20147753343606878,2.1989285961325713,7.391244163352184
0.001556654359271062,0.20148000021087178,2.1988561048445106,7.390239616336283
0.001578331405652118,0.20148234502475174,2.1987556661757512,7.38912098726635
0.0016003103137387001,0.20148457615500615,2.198660890825893,7.388076818716868
0.0016225952870780871,0.20148686775640412,2.1985650370167398,7.387018986208835
0.0016451905877536625,0.20148922568752375,2.1984683260088778,7.385947567387919
0.0016681005372000592,0.20149165078804518,2.198370671209328,7.384862311693217
0.0016913295170296488,0.20149414450265576,2.198272025703213,7.383763009171216
0.001714881969870539,0.2014967934329389,2.1981641114437336,7.382588409586226
0.0017387624002162504,0.2014994592919753,2.1980665419442973,7.381463775605765
0.0017629753752872058,0.2015021709073439,2.197964763294869,7.380321193342209
0.0017875255259042354,0.20150495939750246,2.197861993948687,7.379163905857557
0.0018124175473742377,0.20150782713242008,2.1977582481740603,7.377991759266138
0.0018376562003881705,0.20151080311006436,2.1976418226660437,7.376713056232539
0.0018632463119315598,0.20151380524983908,2.1975330120537526,7.375507412852234
